Domain,L0,Time Used,Time
play.spotify.com,Fun,3,2017-02-13T13:56:50.144Z
freelancer.com,Work,2,2017-02-13T13:56:47.728Z
play.spotify.com,Fun,8,2017-02-13T13:56:38.433Z
play.spotify.com,Fun,12,2017-02-13T13:56:26.175Z
mail.google.com,Comms,2,2017-02-13T13:56:14.834Z
mail.google.com,Comms,4,2017-02-13T13:56:10.996Z
facebook.com,Social,44,2017-02-13T13:55:24.846Z
facebook.com,Social,3,2017-02-13T13:55:21.952Z
airbnb.io,Other,2,2017-02-13T13:55:12.291Z
airbnb.io,Other,1,2017-02-13T13:55:11.148Z
airbnb.io,Other,12,2017-02-13T13:54:58.723Z
airbnb.io,Other,10,2017-02-13T13:54:48.903Z
airbnb.io,Other,8,2017-02-13T13:54:40.811Z
ww1.gogoanime.io,Other,3,2017-02-13T13:54:37.761Z
ww1.gogoanime.io,Other,3,2017-02-13T13:54:34.747Z
mangareader.net,Fun,3,2017-02-13T13:54:31.326Z
facebook.com,Social,71,2017-02-13T13:53:01.402Z
facebook.com,Social,3,2017-02-13T13:52:58.872Z
facebook.com,Social,29,2017-02-13T13:52:29.749Z
localhost,Other,100,2017-02-13T10:51:25.932Z
localhost,Other,3,2017-02-13T10:51:22.694Z
localhost,Other,2,2017-02-13T10:51:20.385Z
localhost,Other,19,2017-02-13T10:51:01.190Z
localhost,Other,2,2017-02-13T10:50:59.391Z
localhost,Other,4,2017-02-13T10:50:55.782Z
localhost,Other,4,2017-02-13T10:50:51.819Z
localhost,Other,2,2017-02-13T10:50:44.501Z
localhost,Other,10,2017-02-13T10:50:32.868Z
localhost,Other,2,2017-02-13T10:50:30.325Z
localhost,Other,1,2017-02-13T10:50:25.794Z
localhost,Other,1,2017-02-13T10:50:25.261Z
localhost,Other,1,2017-02-13T10:50:23.723Z
localhost,Other,1,2017-02-13T10:50:23.227Z
localhost,Other,1,2017-02-13T10:50:21.230Z
localhost,Other,1,2017-02-13T10:50:20.872Z
localhost,Other,1,2017-02-13T10:50:18.327Z
localhost,Other,1,2017-02-13T10:50:17.846Z
localhost,Other,2,2017-02-13T10:50:13.258Z
localhost,Other,20,2017-02-13T10:49:51.942Z
localhost,Other,12,2017-02-13T10:49:40.232Z
localhost,Other,3,2017-02-13T10:49:37.290Z
localhost,Other,11,2017-02-13T10:49:26.143Z
localhost,Other,1,2017-02-13T10:49:25.100Z
localhost,Other,2,2017-02-13T10:49:21.961Z
localhost,Other,2,2017-02-13T10:49:20.596Z
localhost,Other,1,2017-02-13T10:49:19.323Z
localhost,Other,6,2017-02-13T10:49:12.560Z
localhost,Other,13,2017-02-13T10:48:59.146Z
localhost,Other,4,2017-02-13T10:48:55.324Z
localhost,Other,2,2017-02-13T10:48:21.081Z
localhost,Other,2,2017-02-13T10:48:19.889Z
localhost,Other,2,2017-02-13T10:48:16.808Z
localhost,Other,2,2017-02-13T10:48:16.205Z
localhost,Other,1,2017-02-13T10:48:14.359Z
localhost,Other,2,2017-02-13T10:48:13.146Z
localhost,Other,2,2017-02-13T10:48:10.604Z
localhost,Other,1,2017-02-13T10:48:09.565Z
localhost,Other,3,2017-02-13T10:48:06.770Z
localhost,Other,1,2017-02-13T10:48:04.339Z
localhost,Other,2,2017-02-13T10:48:03.578Z
localhost,Other,2,2017-02-13T10:47:56.625Z
localhost,Other,1,2017-02-13T10:47:53.751Z
localhost,Other,2,2017-02-13T10:47:51.974Z
localhost,Other,1,2017-02-13T10:47:48.031Z
localhost,Other,1,2017-02-13T10:47:47.310Z
localhost,Other,2,2017-02-13T10:47:43.877Z
localhost,Other,1,2017-02-13T10:47:42.689Z
localhost,Other,2,2017-02-13T10:47:40.590Z
localhost,Other,1,2017-02-13T10:47:39.110Z
localhost,Other,1,2017-02-13T10:47:36.915Z
localhost,Other,1,2017-02-13T10:47:36.183Z
localhost,Other,1,2017-02-13T10:47:32.289Z
localhost,Other,2,2017-02-13T10:47:29.871Z
localhost,Other,3,2017-02-13T10:47:07.466Z
localhost,Other,1,2017-02-13T10:47:04.971Z
localhost,Other,1,2017-02-13T10:47:02.908Z
localhost,Other,2,2017-02-13T10:47:01.500Z
localhost,Other,1,2017-02-13T10:47:00.077Z
localhost,Other,2,2017-02-13T10:46:57.860Z
localhost,Other,3,2017-02-13T10:46:54.834Z
localhost,Other,1,2017-02-13T10:46:52.656Z
localhost,Other,1,2017-02-13T10:46:52.017Z
localhost,Other,1,2017-02-13T10:46:49.547Z
localhost,Other,2,2017-02-13T10:46:46.521Z
localhost,Other,5,2017-02-13T10:46:42.412Z
localhost,Other,1,2017-02-13T10:46:36.098Z
localhost,Other,2,2017-02-13T10:46:34.868Z
localhost,Other,1,2017-02-13T10:46:33.628Z
localhost,Other,13,2017-02-13T10:46:19.861Z
localhost,Other,1,2017-02-13T10:46:18.116Z
localhost,Other,2,2017-02-13T10:46:16.156Z
localhost,Other,1,2017-02-13T10:46:12.808Z
localhost,Other,1,2017-02-13T10:46:12.467Z
localhost,Other,2,2017-02-13T10:46:10.694Z
localhost,Other,2,2017-02-13T10:46:09.018Z
localhost,Other,1,2017-02-13T10:46:07.296Z
localhost,Other,3,2017-02-13T10:46:04.342Z
localhost,Other,3,2017-02-13T10:45:59.312Z
localhost,Other,1,2017-02-13T10:45:57.469Z
localhost,Other,2,2017-02-13T10:45:57.185Z
localhost,Other,3,2017-02-13T10:45:52.926Z
localhost,Other,2,2017-02-13T10:45:50.070Z
localhost,Other,1,2017-02-13T10:45:48.905Z
localhost,Other,1,2017-02-13T10:45:47.440Z
localhost,Other,1,2017-02-13T10:45:44.713Z
localhost,Other,3,2017-02-13T10:45:42.147Z
localhost,Other,5,2017-02-13T10:45:37.336Z
localhost,Other,3,2017-02-13T10:45:27.917Z
localhost,Other,6,2017-02-13T10:45:22.236Z
localhost,Other,1,2017-02-13T10:45:20.835Z
localhost,Other,3,2017-02-13T10:45:17.588Z
localhost,Other,8,2017-02-13T10:45:09.816Z
localhost,Other,2,2017-02-13T10:45:07.313Z
localhost,Other,12,2017-02-13T10:44:55.527Z
localhost,Other,2,2017-02-13T10:44:52.699Z
localhost,Other,1,2017-02-13T10:44:52.266Z
localhost,Other,1,2017-02-13T10:44:49.862Z
localhost,Other,1,2017-02-13T10:44:49.157Z
localhost,Other,2,2017-02-13T10:44:45.850Z
localhost,Other,2,2017-02-13T10:44:43.844Z
localhost,Other,4,2017-02-13T10:44:40.073Z
localhost,Other,2,2017-02-13T10:44:37.113Z
localhost,Other,10,2017-02-13T10:44:26.586Z
localhost,Other,14,2017-02-13T10:44:12.820Z
localhost,Other,13,2017-02-13T10:43:58.858Z
localhost,Other,4,2017-02-13T10:43:53.587Z
localhost,Other,1,2017-02-13T10:43:52.108Z
localhost,Other,6,2017-02-13T10:43:45.489Z
localhost,Other,3,2017-02-13T10:43:42.056Z
localhost,Other,2,2017-02-13T10:43:39.919Z
localhost,Other,5,2017-02-13T10:43:35.322Z
localhost,Other,4,2017-02-13T10:43:31.211Z
localhost,Other,2,2017-02-13T10:43:26.279Z
localhost,Other,4,2017-02-13T10:43:22.210Z
localhost,Other,11,2017-02-13T10:43:10.938Z
localhost,Other,10,2017-02-13T10:42:59.840Z
localhost,Other,4,2017-02-13T10:42:55.784Z
localhost,Other,14,2017-02-13T10:42:41.609Z
localhost,Other,17,2017-02-13T10:42:24.945Z
localhost,Other,28,2017-02-13T10:41:56.561Z
localhost,Other,11,2017-02-13T10:41:45.543Z
localhost,Other,1,2017-02-13T10:41:41.583Z
localhost,Other,76,2017-02-13T10:40:25.293Z
localhost,Other,2,2017-02-13T10:40:23.747Z
gitlab.com,Work,1,2017-02-13T10:40:20.398Z
play.spotify.com,Fun,600,2017-02-13T10:40:12.801Z
airbnb.io,Other,1,2017-02-13T10:40:10.816Z
github.com,Work,3,2017-02-13T10:40:07.870Z
airbnb.io,Other,1,2017-02-13T10:40:06.838Z
airbnb.io,Other,2,2017-02-13T10:40:05.120Z
youtube.com,Fun,45,2017-02-13T10:39:16.594Z
youtube.com,Fun,16,2017-02-13T10:39:00.384Z
youtube.com,Fun,4,2017-02-13T10:38:56.203Z
localhost,Other,1,2017-02-13T10:38:35.845Z
localhost,Other,1,2017-02-13T10:38:34.406Z
localhost,Other,1,2017-02-13T10:38:32.372Z
localhost,Other,17,2017-02-13T10:38:12.480Z
localhost,Other,3,2017-02-13T10:38:09.798Z
localhost,Other,29,2017-02-13T10:37:40.805Z
localhost,Other,10,2017-02-13T10:37:08.642Z
localhost,Other,6,2017-02-13T10:37:02.876Z
localhost,Other,10,2017-02-13T10:36:52.156Z
localhost,Other,3,2017-02-13T10:36:48.905Z
localhost,Other,5,2017-02-13T10:36:33.494Z
localhost,Other,6,2017-02-13T10:36:27.806Z
localhost,Other,1,2017-02-13T10:36:24.252Z
airbnb.io,Other,19,2017-02-13T10:36:04.548Z
airbnb.io,Other,1,2017-02-13T10:36:03.021Z
airbnb.io,Other,1,2017-02-13T10:35:58.197Z
airbnb.io,Other,2,2017-02-13T10:35:46.883Z
localhost,Other,8,2017-02-13T10:35:39.246Z
localhost,Other,1,2017-02-13T10:35:36.215Z
localhost,Other,14,2017-02-13T10:35:22.647Z
localhost,Other,2,2017-02-13T10:35:20.944Z
localhost,Other,2,2017-02-13T10:35:19.312Z
localhost,Other,21,2017-02-13T10:34:58.443Z
localhost,Other,13,2017-02-13T10:34:45.488Z
localhost,Other,3,2017-02-13T10:34:42.201Z
localhost,Other,1,2017-02-13T10:34:40.061Z
localhost,Other,3,2017-02-13T10:34:37.261Z
localhost,Other,4,2017-02-13T10:34:33.355Z
localhost,Other,1,2017-02-13T10:34:27.456Z
play.spotify.com,Fun,347,2017-02-13T10:34:25.418Z
airbnb.io,Other,59,2017-02-13T10:33:25.276Z
github.com,Work,24,2017-02-13T10:33:01.491Z
github.com,Work,7,2017-02-13T10:32:54.903Z
airbnb.io,Other,55,2017-02-13T10:31:59.487Z
airbnb.io,Other,5,2017-02-13T10:31:54.339Z
airbnb.io,Other,5,2017-02-13T10:31:47.911Z
airbnb.io,Other,240,2017-02-13T10:31:47.532Z
airbnb.io,Other,2,2017-02-13T10:31:44.970Z
airbnb.io,Other,5,2017-02-13T10:31:39.465Z
airbnb.io,Other,4,2017-02-13T10:31:35.071Z
airbnb.io,Other,2,2017-02-13T10:31:31.951Z
airbnb.io,Other,3,2017-02-13T10:31:28.508Z
airbnb.io,Other,10,2017-02-13T10:31:18.195Z
airbnb.io,Other,13,2017-02-13T10:31:04.388Z
facebook.com,Social,4,2017-02-13T10:23:28.655Z
mail.google.com,Comms,4,2017-02-13T10:23:12.898Z
mail.google.com,Comms,14,2017-02-13T10:13:20.726Z
mail.google.com,Comms,134,2017-02-13T10:11:06.329Z
airbnb.io,Other,8,2017-02-13T10:10:58.029Z
github.com,Work,1,2017-02-13T10:10:56.514Z
google.com,Find,8,2017-02-13T10:10:48.161Z
github.com,Work,1,2017-02-13T10:10:45.400Z
github.com,Work,14,2017-02-13T10:10:31.587Z
github.com,Work,20,2017-02-13T10:10:11.716Z
google.com,Find,6,2017-02-13T10:10:05.522Z
localhost,Other,1,2017-02-13T10:09:53.365Z
localhost,Other,1,2017-02-13T10:09:51.716Z
localhost,Other,3,2017-02-13T10:09:47.421Z
localhost,Other,13,2017-02-13T10:09:33.990Z
localhost,Other,8,2017-02-13T10:09:25.073Z
localhost,Other,1,2017-02-13T10:09:21.020Z
localhost,Other,11,2017-02-13T10:09:09.835Z
localhost,Other,2,2017-02-13T10:09:07.534Z
localhost,Other,10,2017-02-13T10:08:56.806Z
localhost,Other,9,2017-02-13T10:08:48.262Z
localhost,Other,12,2017-02-13T10:08:35.012Z
localhost,Other,8,2017-02-13T10:08:26.816Z
localhost,Other,6,2017-02-13T10:08:20.306Z
localhost,Other,7,2017-02-13T10:08:13.137Z
localhost,Other,1,2017-02-13T10:08:11.415Z
localhost,Other,6,2017-02-13T10:08:06.367Z
localhost,Other,2,2017-02-13T10:07:59.318Z
localhost,Other,14,2017-02-13T10:07:44.612Z
localhost,Other,14,2017-02-13T10:07:31.081Z
localhost,Other,379,2017-02-13T10:01:11.746Z
localhost,Other,9,2017-02-13T10:01:00.658Z
localhost,Other,29,2017-02-13T10:00:30.257Z
localhost,Other,9,2017-02-13T10:00:21.415Z
localhost,Other,1,2017-02-13T10:00:19.141Z
localhost,Other,7,2017-02-13T10:00:12.551Z
localhost,Other,11,2017-02-13T10:00:01.213Z
localhost,Other,1,2017-02-13T09:59:59.980Z
localhost,Other,2,2017-02-13T09:59:52.663Z
localhost,Other,28,2017-02-13T09:59:24.803Z
localhost,Other,6,2017-02-13T09:59:18.571Z
localhost,Other,10,2017-02-13T09:59:08.020Z
localhost,Other,7,2017-02-13T09:59:01.117Z
localhost,Other,9,2017-02-13T09:58:52.044Z
localhost,Other,3,2017-02-13T09:58:49.064Z
localhost,Other,6,2017-02-13T09:58:40.913Z
localhost,Other,15,2017-02-13T09:58:25.403Z
localhost,Other,3,2017-02-13T09:58:22.871Z
localhost,Other,27,2017-02-13T09:57:55.438Z
localhost,Other,11,2017-02-13T09:57:44.731Z
localhost,Other,25,2017-02-13T09:57:20.091Z
localhost,Other,12,2017-02-13T09:57:08.068Z
localhost,Other,3,2017-02-13T09:57:05.416Z
localhost,Other,3,2017-02-13T09:57:02.428Z
localhost,Other,5,2017-02-13T09:56:57.295Z
localhost,Other,4,2017-02-13T09:56:53.751Z
localhost,Other,29,2017-02-13T09:56:33.775Z
localhost,Other,7,2017-02-13T09:56:26.654Z
localhost,Other,5,2017-02-13T09:56:21.235Z
localhost,Other,2,2017-02-13T09:56:19.488Z
localhost,Other,33,2017-02-13T09:55:34.861Z
localhost,Other,15,2017-02-13T09:55:20.240Z
localhost,Other,2,2017-02-13T09:55:16.746Z
localhost,Other,1,2017-02-13T09:55:15.515Z
localhost,Other,10,2017-02-13T09:55:06.279Z
localhost,Other,14,2017-02-13T09:54:51.752Z
localhost,Other,1,2017-02-13T09:54:49.153Z
localhost,Other,2,2017-02-13T09:54:47.810Z
gitlab.com,Work,1,2017-02-13T09:54:46.553Z
kenmore.com,Other,1,2017-02-13T09:54:44.259Z
play.spotify.com,Fun,600,2017-02-13T09:54:43.268Z
159.122.243.244,Other,2,2017-02-13T09:54:41.025Z
159.8.150.230,Other,2,2017-02-13T09:54:39.015Z
iflscience.com,Find,195,2017-02-13T09:51:23.150Z
freelancer.com,Work,2,2017-02-13T09:51:20.492Z
kenmore.com,Other,1,2017-02-13T09:51:17.233Z
iflscience.com,Find,6,2017-02-13T09:51:16.917Z
dishwashers.reviewed.com,Other,2,2017-02-13T09:51:14.671Z
iflscience.com,Find,3,2017-02-13T09:51:13.499Z
dishwashers.reviewed.com,Other,3,2017-02-13T09:51:09.870Z
iflscience.com,Find,6,2017-02-13T09:51:07.376Z
159.8.150.230,Other,212,2017-02-13T09:51:07.240Z
play.spotify.com,Fun,217,2017-02-13T09:51:06.096Z
159.122.243.244,Other,1,2017-02-13T09:51:05.796Z
iflscience.com,Find,2,2017-02-13T09:51:00.293Z
play.spotify.com,Fun,7,2017-02-13T09:50:58.660Z
159.122.243.244,Other,6,2017-02-13T09:50:54.048Z
play.spotify.com,Fun,7,2017-02-13T09:50:51.754Z
159.122.243.244,Other,2,2017-02-13T09:50:47.176Z
play.spotify.com,Fun,1,2017-02-13T09:50:38.513Z
csouffrantntim.com,Other,7,2017-02-13T09:50:31.573Z
prep.hackreactor.com,Other,1,2017-02-13T09:50:28.649Z
mail.google.com,Comms,1,2017-02-13T09:50:27.244Z
namedrop.io,Work,4,2017-02-13T09:48:43.230Z
namedrop.io,Work,13,2017-02-13T09:48:29.887Z
mail.google.com,Comms,8,2017-02-13T09:46:48.213Z
mail.google.com,Comms,2,2017-02-13T09:46:46.526Z
mail.google.com,Comms,3,2017-02-13T09:46:37.072Z
instagram.com,Social,1,2017-02-13T09:27:27.967Z
play.spotify.com,Fun,1,2017-02-13T09:27:26.199Z
csouffrantntim.com,Other,4,2017-02-13T09:27:22.945Z
twitter.com,Social,3,2017-02-13T09:27:02.292Z
twitter.com,Social,15,2017-02-13T09:24:38.450Z
twitter.com,Social,1,2017-02-13T09:24:37.396Z
csouffrantntim.com,Other,2,2017-02-13T09:24:32.805Z
csouffrantntim.com,Other,13,2017-02-13T09:24:19.589Z
t.co,Social,4,2017-02-13T09:24:14.371Z
brandentrepreneurs.com,Other,2,2017-02-13T09:23:40.757Z
gitlab.com,Work,1,2017-02-13T09:23:39.313Z
ww1.gogoanime.io,Other,2,2017-02-13T09:18:37.456Z
facebook.com,Social,5,2017-02-13T09:16:00.627Z
linkedin.com,Social,7,2017-02-13T09:15:52.559Z
freelancer.com,Work,3,2017-02-13T09:15:41.502Z
gitlab.com,Work,2,2017-02-13T09:15:38.407Z
localhost,Other,9,2017-02-13T09:15:29.187Z
localhost,Other,9,2017-02-13T09:15:20.380Z
localhost,Other,3,2017-02-13T09:15:17.021Z
localhost,Other,3,2017-02-13T09:15:14.397Z
localhost,Other,2,2017-02-13T09:15:12.769Z
localhost,Other,9,2017-02-13T09:15:04.123Z
localhost,Other,6,2017-02-13T09:14:57.922Z
localhost,Other,1,2017-02-13T09:14:47.064Z
localhost,Other,2,2017-02-13T09:14:44.823Z
localhost,Other,2,2017-02-13T09:14:43.466Z
localhost,Other,14,2017-02-13T09:14:29.768Z
localhost,Other,7,2017-02-13T09:14:22.316Z
localhost,Other,5,2017-02-13T09:14:17.072Z
localhost,Other,5,2017-02-13T09:14:11.926Z
localhost,Other,1,2017-02-13T09:14:10.701Z
localhost,Other,1,2017-02-13T09:13:40.035Z
localhost,Other,11,2017-02-13T09:13:28.684Z
localhost,Other,5,2017-02-13T09:13:23.104Z
localhost,Other,11,2017-02-13T09:13:11.877Z
localhost,Other,1,2017-02-13T09:13:10.227Z
localhost,Other,3,2017-02-13T09:13:07.592Z
localhost,Other,11,2017-02-13T09:12:56.665Z
localhost,Other,3,2017-02-13T09:12:50.772Z
localhost,Other,1,2017-02-13T09:12:49.313Z
instagram.com,Social,64,2017-02-13T09:11:45.341Z
mangareader.net,Fun,2,2017-02-13T09:10:34.993Z
mangareader.net,Fun,2,2017-02-13T09:10:32.728Z
mangareader.net,Fun,2,2017-02-13T09:10:30.726Z
mangareader.net,Fun,4,2017-02-13T09:10:26.918Z
mangareader.net,Fun,14,2017-02-13T09:10:13.269Z
mangareader.net,Fun,14,2017-02-13T09:08:45.485Z
mangareader.net,Fun,2,2017-02-13T09:07:57.008Z
mangareader.net,Fun,10,2017-02-13T09:07:37.533Z
mangareader.net,Fun,1,2017-02-13T09:06:25.845Z
mangareader.net,Fun,24,2017-02-13T09:06:01.592Z
mangareader.net,Fun,11,2017-02-13T09:05:51.048Z
mangareader.net,Fun,14,2017-02-13T09:05:36.606Z
mangareader.net,Fun,1,2017-02-13T09:05:35.281Z
mangareader.net,Fun,1,2017-02-13T09:05:34.039Z
mangareader.net,Fun,2,2017-02-13T09:05:32.154Z
mangareader.net,Fun,5,2017-02-13T09:05:26.907Z
mangareader.net,Fun,53,2017-02-13T09:04:34.283Z
mangareader.net,Fun,6,2017-02-13T09:04:21.404Z
mangareader.net,Fun,11,2017-02-13T09:04:10.515Z
instagram.com,Social,6,2017-02-13T09:04:04.406Z
mangareader.net,Fun,4,2017-02-13T09:04:00.833Z
mangareader.net,Fun,3,2017-02-13T09:03:57.968Z
mangareader.net,Fun,10,2017-02-13T09:03:47.930Z
mangareader.net,Fun,4,2017-02-13T09:03:43.434Z
mangareader.net,Fun,22,2017-02-13T09:03:19.906Z
mail.google.com,Comms,1,2017-02-13T09:03:17.310Z
mail.google.com,Comms,5,2017-02-13T09:03:12.704Z
mail.google.com,Comms,3,2017-02-13T09:03:10.073Z
mangareader.net,Fun,4,2017-02-13T09:01:07.426Z
mangareader.net,Fun,9,2017-02-13T09:00:58.029Z
facebook.com,Social,467,2017-02-13T08:43:17.985Z
occupydemocrats.com,Other,5,2017-02-13T08:43:12.498Z
facebook.com,Social,2,2017-02-13T08:43:10.404Z
brandentrepreneurs.com,Other,9,2017-02-13T08:42:46.699Z
powrofyou.freshdesk.com,Work,6,2017-02-13T08:42:40.178Z
powrofyou.freshdesk.com,Work,1,2017-02-13T08:42:38.800Z
powrofyou.freshdesk.com,Work,3,2017-02-13T08:42:35.987Z
us9.campaign-archive2.com,Other,2,2017-02-13T08:42:32.698Z
panopticlick.eff.org,Other,2,2017-02-13T08:42:30.952Z
discovermyprofile.com,Other,12,2017-02-13T08:40:53.708Z
discovermyprofile.com,Other,3,2017-02-13T08:40:50.454Z
applymagicsauce.com,Other,2,2017-02-13T08:40:47.251Z
twitter.com,Social,4,2017-02-13T08:40:43.468Z
applymagicsauce.com,Other,5,2017-02-13T08:40:34.234Z
discovermyprofile.com,Other,1,2017-02-13T08:40:31.767Z
applymagicsauce.com,Other,2,2017-02-13T08:40:30.193Z
cybermap.kaspersky.com,Other,7,2017-02-13T08:40:23.242Z
cybermap.kaspersky.com,Other,15,2017-02-13T08:40:07.948Z
mail.google.com,Comms,16,2017-02-13T08:39:51.697Z
mail.google.com,Comms,18,2017-02-13T08:39:32.206Z
mail.google.com,Comms,1,2017-02-13T08:39:30.809Z
mail.google.com,Comms,3,2017-02-13T08:39:27.387Z
mail.google.com,Comms,1,2017-02-13T08:39:25.833Z
occupydemocrats.com,Other,126,2017-02-13T08:35:51.456Z
facebook.com,Social,1,2017-02-13T08:35:50.010Z
fusion.net,Read,2,2017-02-13T08:35:47.744Z
fusion.net,Read,4,2017-02-13T08:33:52.223Z
facebook.com,Social,1,2017-02-13T08:33:50.165Z
fusion.net,Read,14,2017-02-13T08:32:29.726Z
twitter.com,Social,5,2017-02-13T08:32:20.813Z
fusion.net,Read,2,2017-02-13T08:32:12.651Z
fusion.net,Read,8,2017-02-13T08:32:02.362Z
fusion.net,Read,11,2017-02-13T08:31:51.561Z
occupydemocrats.com,Other,16,2017-02-13T08:31:25.827Z
facebook.com,Social,6,2017-02-13T08:31:19.850Z
facebook.com,Social,2,2017-02-13T08:31:17.549Z
fusion.net,Read,8,2017-02-13T08:30:36.610Z
facebook.com,Social,1,2017-02-13T08:24:20.629Z
fusion.net,Read,25,2017-02-13T08:23:22.463Z
fusion.net,Read,6,2017-02-13T08:23:10.292Z
facebook.com,Social,18,2017-02-13T08:19:31.640Z
wired.com,Read,2,2017-02-13T08:19:28.763Z
wired.com,Read,82,2017-02-13T08:18:06.391Z
wired.com,Read,7,2017-02-13T08:17:59.797Z
facebook.com,Social,13,2017-02-13T08:16:59.843Z
theslot.jezebel.com,Other,46,2017-02-13T08:16:13.694Z
facebook.com,Social,19,2017-02-13T08:13:07.838Z
facebook.com,Social,8,2017-02-13T08:13:00.134Z
mangareader.net,Fun,6,2017-02-13T08:11:11.017Z
mangareader.net,Fun,10,2017-02-13T08:11:00.552Z
mangareader.net,Fun,5,2017-02-13T08:10:55.385Z
mangareader.net,Fun,10,2017-02-13T08:10:44.996Z
mangareader.net,Fun,6,2017-02-13T08:10:39.027Z
mangareader.net,Fun,3,2017-02-13T08:10:36.327Z
mangareader.net,Fun,3,2017-02-13T08:10:32.959Z
mangareader.net,Fun,7,2017-02-13T08:10:25.720Z
facebook.com,Social,27,2017-02-13T08:08:16.427Z
facebook.com,Social,2,2017-02-13T08:08:13.813Z
facebook.com,Social,268,2017-02-13T08:03:46.242Z
facebook.com,Social,2,2017-02-13T08:03:44.256Z
instagram.com,Social,5,2017-02-13T07:32:03.842Z
instagram.com,Social,2,2017-02-13T07:32:02.039Z
instagram.com,Social,1,2017-02-13T07:32:00.673Z
instagram.com,Social,1,2017-02-13T07:31:56.272Z
mail.google.com,Comms,24,2017-02-13T07:30:06.006Z
mail.google.com,Comms,4,2017-02-13T07:30:01.744Z
cybermap.kaspersky.com,Other,41,2017-02-13T07:27:07.492Z
cybermap.kaspersky.com,Other,5,2017-02-13T07:27:02.802Z
mail.google.com,Comms,17,2017-02-13T07:25:16.573Z
mail.google.com,Comms,3,2017-02-13T07:25:13.684Z
mail.google.com,Comms,2,2017-02-13T07:25:12.075Z
mail.google.com,Comms,7,2017-02-13T07:25:05.203Z
mail.google.com,Comms,7,2017-02-13T07:24:58.373Z
mail.google.com,Comms,8,2017-02-13T07:24:49.965Z
mail.google.com,Comms,48,2017-02-13T07:23:09.140Z
mail.google.com,Comms,17,2017-02-13T07:22:52.084Z
mail.google.com,Comms,3,2017-02-13T07:22:49.541Z
mail.google.com,Comms,3,2017-02-13T07:22:46.508Z
mail.google.com,Comms,6,2017-02-13T07:22:40.934Z
mail.google.com,Comms,1,2017-02-13T07:22:39.747Z
mail.google.com,Comms,6,2017-02-13T07:22:33.803Z
ww1.gogoanime.io,Other,45,2017-02-13T07:21:46.114Z
mail.google.com,Comms,5,2017-02-13T07:17:05.940Z
mail.google.com,Comms,4,2017-02-13T07:17:02.206Z
ww1.gogoanime.io,Other,285,2017-02-13T07:17:01.075Z
159.122.243.244,Other,1,2017-02-13T07:16:59.803Z
ww1.gogoanime.io,Other,5,2017-02-13T07:16:31.658Z
ww1.gogoanime.io,Other,377,2017-02-13T07:10:14.397Z
ww1.gogoanime.io,Other,320,2017-02-13T07:04:54.472Z
ww1.gogoanime.io,Other,25,2017-02-13T07:04:27.284Z
159.122.243.244,Other,7,2017-02-13T07:04:14.969Z
159.122.243.244,Other,2,2017-02-13T07:04:12.958Z
159.122.243.244,Other,2,2017-02-13T07:04:11.273Z
159.122.243.244,Other,8,2017-02-13T07:04:03.497Z
159.122.243.244,Other,3,2017-02-13T07:03:57.293Z
nmdrp.me,Other,3,2017-02-13T07:03:50.461Z
nmdrp.me,Other,75,2017-02-13T06:59:32.395Z
